Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Other_Sales,Platform,Publisher,Rating,User_Count,User_Score,Year_of_Release
97.0,8.3,Ubisoft Montreal,0.74,Action,1.4899999999999998,0.0,0.54,Watch Dogs 2,0.21,PS4,Ubisoft,M,752.0,7.75,2016.0
55.0,8.4,Ubisoft Montreal,0.12,Shooter,1.13,0.0,0.99,Tom Clancy's Rainbow Six 3: Black Arrow,0.02,XB,Ubisoft,M,14.0,8.6,2004.0
115.0,7.933333333333333,Creative Assembly,1.21,Shooter,2.39,0.04,0.8300000000000001,Alien: Isolation,0.29000000000000004,PS4,Sega,M,2921.0,8.16,2014.0
0.0,0.0,Sony Computer Entertainment,0.43,Misc,1.13,0.0,0.63,Jampack Winter '98,0.07,PS,Sony Computer Entertainment,RP,0.0,0.0,1998.0
51.0,7.3,"Level 5, Brownie Brown",0.37,Role-Playing,1.13,0.37,0.33,Fantasy Life,0.06,3DS,Nintendo,E10+,209.0,8.6,2012.0
0.0,0.0,Nintendo,0.3,Role-Playing,1.13,0.0,0.81,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),0.02,GBA,Nintendo,E,0.0,0.0,2005.0
73.0,7.3,Nintendo,0.33,Action,1.12,0.17,0.53,The Legend of Zelda: Tri Force Heroes,0.08,3DS,Nintendo,E,179.0,7.6,2015.0
0.0,0.0,Atari,0.06,Shooter,1.12,0.0,1.05,Moon Patrol,0.01,2600,Atari,E,0.0,0.0,1982.0
15.0,5.7,Exakt,0.43,Racing,1.12,0.0,0.55,Supercar Street Challenge,0.14,PS2,Activision,E,9.0,7.6,2001.0
0.0,0.0,Nintendo,0.24,Simulation,1.12,0.3,0.56,Pilotwings 64,0.02,N64,Nintendo,E,0.0,0.0,1996.0
50.0,7.8,Ubisoft Montpellier,0.74,Platform,1.12,0.0,0.25,Rabbids Go Home,0.14,Wii,Ubisoft,E10+,32.0,8.3,2009.0
107.0,7.75,United Front Games,0.66,Racing,1.6500000000000001,0.08,0.61,ModNation Racers,0.30000000000000004,PS3,Sony Computer Entertainment,E,223.0,8.05,2010.0
44.0,8.2,Zipper Interactive,0.0,Shooter,1.12,0.01,1.03,SOCOM: U.S. Navy SEALs Fireteam Bravo,0.08,PSP,Sony Computer Entertainment,M,63.0,8.6,2005.0
62.0,7.833333333333333,Ubisoft,0.5900000000000001,Misc,2.3600000000000003,0.09999999999999999,1.4300000000000002,Rocksmith,0.24,PS3,Ubisoft,T,171.0,8.200000000000001,2011.0
15.0,8.6,Sports Interactive,1.12,Sports,1.12,0.0,0.0,Worldwide Soccer Manager 2008,0.0,PC,Russel,E,19.0,8.0,2007.0
77.0,7.9,Ryu ga Gotoku Studios,0.2,Action,1.12,0.62,0.21,Yakuza 3,0.08,PS3,Sega,M,165.0,8.1,2009.0
61.0,9.3,Atlus,0.23,Role-Playing,1.12,0.38,0.36,Persona 4: Golden,0.15,PSV,Atlus,M,1228.0,9.2,2012.0
91.0,7.0,Ruffian Games,0.36,Shooter,1.12,0.02,0.63,Crackdown 2,0.1,X360,Microsoft Game Studios,M,202.0,6.0,2010.0
172.0,8.1,BioWare,0.8800000000000001,Action,2.57,0.060000000000000005,1.35,Dragon Age II,0.28,X360,Electronic Arts,M,8110.0,4.433333333333334,2011.0
38.0,7.4,Valve Software,0.23,Shooter,1.11,0.0,0.85,Counter-Strike,0.04,XB,Microsoft Game Studios,M,51.0,7.6,2003.0
0.0,0.0,Activision,0.7300000000000001,Action,3.33,0.01,2.19,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",0.41,PS2,Activision,T,0.0,0.0,2007.0
50.0,6.9,Harmonix Music Systems,0.04,Misc,1.11,0.0,0.92,Guitar Hero Encore: Rocks The 80s,0.15,PS2,RedOctane,T,31.0,6.3,2007.0
111.0,8.5,EA Canada,0.8,Fighting,1.8900000000000001,0.0,0.8500000000000001,Fight Night Champion,0.25,PS3,Electronic Arts,M,200.0,7.35,2011.0
149.0,7.800000000000001,Ubisoft Montreal,0.8500000000000001,Action,2.23,0.0,1.1800000000000002,Tom Clancy's Splinter Cell: Chaos Theory,0.2,XB,Ubisoft,M,253.0,8.275,2005.0
0.0,0.0,Acclaim Entertainment,0.35,Sports,2.37,0.0,1.96,NBA Jam Tournament Edition,0.07,GEN,Acclaim Entertainment,RP,0.0,0.0,1994.0
0.0,0.0,Nintendo,0.07,Platform,1.11,0.7,0.33,Donkey Kong Jr.,0.01,NES,Nintendo,E,0.0,0.0,1983.0
0.0,0.0,Sony Computer Entertainment,0.0,Role-Playing,1.11,1.1,0.0,Arc the Lad,0.01,PS,Sony Computer Entertainment,RP,0.0,0.0,1995.0
0.0,0.0,SquareSoft,0.13,Role-Playing,1.11,0.73,0.18,Legend of Mana,0.07,PS,SquareSoft,T,0.0,0.0,1999.0
79.0,8.7,Nintendo,0.32,Strategy,1.11,0.29,0.44,Pikmin 3,0.07,WiiU,Nintendo,E10+,664.0,8.7,2013.0
68.0,6.800000000000001,Dimps Corporation,0.8,Fighting,2.1500000000000004,0.26,0.8099999999999999,Dragon Ball: XenoVerse,0.27,PS4,Namco Bandai Games,T,834.0,7.175,2015.0
0.0,0.0,Ubisoft,0.35,Puzzle,1.11,0.0,0.52,Lumines: Puzzle Fusion,0.23,PSP,Ubisoft,E10+,0.0,0.0,2004.0
0.0,0.0,Activision,0.06,Shooter,1.1,0.0,1.03,Megamania,0.01,2600,Activision,T,0.0,0.0,1981.0
0.0,0.0,Atari,0.06,Platform,1.1,0.0,1.03,Jungle Hunt,0.01,2600,Atari,E,0.0,0.0,1982.0
132.0,8.4,Mercury Steam,0.52,Action,1.7600000000000002,0.11,0.9199999999999999,Castlevania: Lords of Shadow,0.2,PS3,Konami Digital Entertainment,M,705.0,7.9,2010.0
0.0,0.0,Electronic Arts,0.42,Sports,1.1,0.0,0.61,Triple Play 98,0.07,PS,Electronic Arts,E,0.0,0.0,1997.0
99.0,8.55,TOSE,0.16,Strategy,1.61,0.0,1.32,Plants vs. Zombies,0.13,DS,Mastertronic,E10+,1140.0,8.1,2011.0
0.0,0.0,Hudson Soft,0.0,Puzzle,1.12,1.12,0.0,Lode Runner,0.0,NES,Hudson Soft,E,0.0,0.0,1984.0
0.0,0.0,SquareSoft,0.0,Role-Playing,1.1,1.1,0.0,The Final Fantasy Legend,0.0,GB,SquareSoft,T,0.0,0.0,1989.0
0.0,0.0,Namco Bandai Games,0.0,Role-Playing,1.1,1.1,0.0,Famicom Jump: Eiyuu Retsuden,0.0,NES,Namco Bandai Games,E,0.0,0.0,1989.0
0.0,0.0,Nintendo,0.33,Racing,1.1,0.29,0.45,F-Zero X,0.03,N64,Nintendo,E,0.0,0.0,1998.0
0.0,0.0,Nintendo,0.15,Platform,1.6400000000000001,0.45,1.01,Popeye,0.03,NES,Nintendo,E,0.0,0.0,1983.0
0.0,0.0,Konami Digital Entertainment,0.0,Strategy,1.1,1.1,0.0,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,0.0,GB,Konami Digital Entertainment,RP,0.0,0.0,1999.0
18.0,4.3,Konami Digital Entertainment,0.64,Simulation,1.8,0.0,0.94,Omerta: City of Gangsters,0.21,PS3,Konami Digital Entertainment,RP,25.0,3.3,2011.0
0.0,0.0,Sony Computer Entertainment,0.84,Misc,1.1,0.0,0.0,SingStar Rocks!,0.25,PS2,Sony Computer Entertainment,RP,0.0,0.0,2006.0
60.0,8.6,Namco,0.32999999999999996,Role-Playing,1.62,0.44,0.75,Tales of Symphonia,0.11000000000000001,GC,Nintendo,T,182.0,7.85,2003.0
145.0,8.5,Codemasters,1.03,Racing,2.06,0.04,0.68,GRID,0.30000000000000004,PS3,Codemasters,E,718.0,8.0,2008.0
13.0,8.0,Tri-Ace,0.1,Role-Playing,1.1,0.72,0.26,Star Ocean: The Second Story,0.02,PS,Sony Computer Entertainment,E,44.0,8.5,1998.0
27.0,7.7,EA Tiburon,0.0,Sports,1.9300000000000002,0.0,1.76,NCAA Football 14,0.16999999999999998,X360,Electronic Arts,E,114.0,6.0,2013.0
34.0,7.7,Amusement Vision,0.04,Adventure,1.09,0.84,0.05,Yakuza 2,0.16,PS2,Sega,M,52.0,8.1,2006.0
21.0,7.5,Webfoot Technologies,0.29,Role-Playing,1.09,0.0,0.78,Dragon Ball Z: The Legacy of Goku II,0.02,GBA,Atari,E,39.0,8.9,2003.0
13.0,6.6,"EA Redwood Shores, EA Salt Lake",0.09,Shooter,1.09,0.0,0.91,NERF N-Strike,0.09,Wii,Electronic Arts,E10+,7.0,4.4,2008.0
22.0,9.7,Visual Concepts,0.05,Sports,1.09,0.0,1.02,NFL 2K1,0.02,DC,Sega,E,47.0,6.0,2000.0
30.0,6.7,Konami Digital Entertainment,0.03,Simulation,1.1600000000000001,1.07,0.03,BeatMania,0.03,PS,Konami Digital Entertainment,RP,11.0,8.9,1998.0
51.0,6.8,Sony Online Entertainment,0.33,Role-Playing,1.09,0.01,0.54,Untold Legends: Brotherhood of the Blade,0.22,PSP,Activision,T,58.0,7.6,2005.0
101.0,8.233333333333333,Slightly Mad Studios,0.95,Racing,1.48,0.02,0.31,Project CARS,0.19,PS4,Slightly Mad Studios,E,916.0,6.5,2015.0
51.0,5.4,Sonic Team,0.34,Platform,1.09,0.01,0.64,Sonic and the Black Knight,0.1,Wii,Sega,E10+,198.0,6.9,2009.0
56.0,7.5,Electronic Arts,0.03,Action,1.09,0.01,0.89,The Godfather,0.15,PS2,Electronic Arts,M,99.0,8.3,2006.0
52.0,4.7,Sega,0.25,Racing,1.09,0.0,0.74,Sonic Free Riders,0.09,X360,Sega,E,98.0,2.1,2010.0
52.0,6.6,LucasArts,0.47,Shooter,1.35,0.0,0.73,Star Wars: Bounty Hunter,0.15000000000000002,PS2,LucasArts,T,49.0,7.95,2002.0
0.0,0.0,Taito,0.0,Simulation,1.09,1.02,0.0,Densha De Go!,0.07,PS,Taito,RP,0.0,0.0,1997.0
91.0,7.45,Yuke's,1.1900000000000002,Fighting,3.05,0.01,1.34,WWE SmackDown vs. Raw 2011,0.5,PS3,THQ,T,105.0,7.25,2010.0
29.0,7.75,EA Tiburon,0.0,Action,1.98,0.0,1.8399999999999999,NCAA Football 13,0.14,X360,Electronic Arts,E,99.0,4.8,2012.0
120.0,8.4,EA Black Box,0.42000000000000004,Sports,1.9300000000000002,0.02,1.28,Skate 2,0.21,X360,Electronic Arts,T,125.0,7.9,2009.0
0.0,0.0,Midway Games,0.43,Sports,1.67,0.0,1.15,NFL Blitz 2000,0.07,PS,Midway Games,RP,0.0,0.0,1998.0
29.0,8.65,EA Tiburon,0.45999999999999996,Racing,1.31,0.0,0.71,NASCAR Thunder 2004,0.15000000000000002,PS2,Electronic Arts,E,92.0,9.0,2003.0
28.0,7.3,TOSE,0.18,Misc,1.08,0.0,0.75,Namco Museum Battle Collection,0.16,PSP,Sony Computer Entertainment,E10+,9.0,7.2,2005.0
62.0,9.0,Creative Assembly,0.97,Strategy,1.08,0.0,0.01,Empire: Total War,0.1,PC,Sega,T,2981.0,6.9,2009.0
47.0,8.5,Sega AM2,0.51,Fighting,1.08,0.08,0.29,Virtua Fighter 5,0.2,PS3,Sega,T,67.0,7.4,2007.0
154.0,7.266666666666667,Visceral Games,0.51,Action,2.19,0.06999999999999999,1.3900000000000001,Dante's Inferno,0.22,PS3,Electronic Arts,M,535.0,7.766666666666666,2010.0
0.0,0.0,Atari,0.06,Platform,1.08,0.0,1.01,Joust,0.01,2600,Atari,E,0.0,0.0,1982.0
90.0,9.1,Playground Games,0.58,Racing,1.08,0.0,0.42,Forza Horizon 3,0.08,XOne,Microsoft Game Studios,E,594.0,7.4,2016.0
0.0,0.0,Disney Interactive Studios,1.34,Action,3.8000000000000003,0.0,1.9900000000000002,Disney Infinity 2.0: Marvel Super Heroes,0.47000000000000003,X360,Disney Interactive Studios,E10+,0.0,0.0,2014.0
0.0,0.0,Midway Games,0.52,Sports,1.67,0.0,1.0699999999999998,Ready 2 Rumble Boxing,0.08,PS,Midway Games,RP,0.0,0.0,1998.0
23.0,4.0,Webfoot Technologies,0.29,Fighting,1.08,0.0,0.77,Dragon Ball Z: Taiketsu,0.02,GBA,Atari,T,22.0,6.1,2003.0
0.0,0.0,Ubisoft,0.29,Platform,1.08,0.0,0.77,Disney's Lilo & Stitch,0.02,GBA,Ubisoft,E10+,0.0,0.0,2002.0
59.0,6.7,Namco,0.18,Shooter,1.08,0.19,0.68,Star Fox: Assault,0.03,GC,Nintendo,T,106.0,8.1,2005.0
105.0,7.45,PopCap,1.33,Shooter,3.06,0.02,1.33,Plants vs. Zombies: Garden Warfare,0.36,X360,Electronic Arts,E10+,1028.0,7.58,2014.0
0.0,0.0,Sony Computer Entertainment,0.0,Misc,1.07,1.0,0.0,Doko Demo Issyo,0.07,PS,Sony Computer Entertainment,RP,0.0,0.0,1999.0
132.0,8.3,Ubisoft Montreal,0.74,Action,2.08,0.05,1.01,Prince of Persia,0.27,PS3,Ubisoft,T,434.0,7.15,2008.0
0.0,0.0,Eidos Interactive,0.98,Sports,1.07,0.0,0.0,Championship Manager 99/00,0.09,PC,Eidos Interactive,T,0.0,0.0,1999.0
0.0,0.0,Sega,0.12,Fighting,1.07,0.77,0.17,Virtua Fighter,0.02,SAT,Sega,T,0.0,0.0,1994.0
0.0,0.0,THQ,0.12,Sports,1.07,0.0,0.86,The Biggest Loser,0.09,Wii,THQ,T,0.0,0.0,2009.0
0.0,0.0,Electronic Arts,0.41000000000000003,Sports,1.46,0.0,0.97,NHL 99,0.07,PS,Electronic Arts,E,0.0,0.0,1997.0
57.0,8.6,Namco,0.15,Fighting,1.07,0.13,0.74,SoulCalibur III,0.05,PS2,Namco Bandai Games,T,96.0,8.4,2005.0
133.0,8.299999999999999,EA Tiburon,0.81,Sports,2.5,0.0,1.4100000000000001,Tiger Woods PGA Tour 10,0.28,Wii,Electronic Arts,E,86.0,7.8,2009.0
0.0,0.0,Sony Computer Entertainment,0.12,Racing,1.07,0.71,0.17,Ridge Racer Revolution,0.07,PS,Sony Computer Entertainment,RP,0.0,0.0,1995.0
31.0,7.0,SCEE,0.63,Sports,1.07,0.0,0.1,World Tour Soccer,0.34,PSP,Sony Computer Entertainment,E,5.0,5.6,2005.0
32.0,7.5,CyberConnect2,0.34,Fighting,1.07,0.09,0.49,Naruto: Ultimate Ninja Storm,0.15,PS3,Namco Bandai Games,T,95.0,8.6,2008.0
83.0,6.75,Square Enix,0.28,Role-Playing,1.34,0.46,0.45999999999999996,Lightning Returns: Final Fantasy XIII,0.13,PS3,Square Enix,T,774.0,6.25,2013.0
0.0,0.0,Electronic Arts,0.46,Racing,1.3800000000000001,0.0,0.84,Hot Wheels Turbo Racing,0.07,PS,Electronic Arts,E,0.0,0.0,1999.0
0.0,0.0,Electronic Arts,0.4,Sports,1.06,0.0,0.59,NCAA Football 99,0.07,PS,Electronic Arts,E,0.0,0.0,1998.0
72.0,7.3,Midway,0.06,Fighting,1.29,0.0,1.07,Mortal Kombat: Armageddon,0.16,PS2,Midway Games,M,117.0,8.45,2006.0
25.0,8.1,Page 44 Studios,0.41,Racing,1.06,0.0,0.52,Freekstyle,0.14,PS2,Electronic Arts,E,14.0,7.3,2002.0
20.0,6.5,Griptonite Games,0.3,Simulation,1.06,0.0,0.66,Spore Creatures,0.1,DS,Electronic Arts,E,21.0,6.5,2008.0
0.0,0.0,D3Publisher,0.0,Misc,1.06,0.99,0.0,Simple 1500 Series Vol. 1: The Mahjong,0.07,PS,D3Publisher,T,0.0,0.0,1998.0
151.0,8.6,FreeStyleGames,0.98,Misc,3.0399999999999996,0.0,1.53,DJ Hero,0.52,X360,Activision,T,115.0,7.449999999999999,2009.0
101.0,7.833333333333333,"Mad Doc Software, Rockstar Vancouver",0.7000000000000001,Action,1.59,0.03,0.7000000000000001,Bully: Scholarship Edition,0.16999999999999998,X360,Take-Two Interactive,T,471.0,8.066666666666668,2008.0
113.0,8.866666666666667,EA Canada,0.49999999999999994,Sports,1.6700000000000002,0.0,1.03,NBA Street V3,0.16000000000000003,PS2,Electronic Arts,E,63.0,8.666666666666666,2005.0
0.0,0.0,Microprose,0.8200000000000001,Strategy,1.1,0.0,0.21,Worms Armageddon,0.08,PS,Microprose,RP,0.0,0.0,1999.0
79.0,7.033333333333334,Radical Entertainment,0.52,Action,1.58,0.0,0.92,Hulk,0.16000000000000003,PS2,Universal Interactive,T,38.0,7.8,2003.0
0.0,0.0,Acclaim Entertainment,0.05,Sports,1.06,0.0,1.01,NFL Quarterback Club 98,0.01,N64,Acclaim Entertainment,RP,0.0,0.0,1997.0
156.0,6.566666666666666,Rebellion,1.03,Shooter,2.29,0.0,0.96,Aliens vs Predator,0.31,X360,Sega,M,1400.0,7.333333333333333,2010.0
21.0,8.7,Blizzard North,0.02,Role-Playing,1.06,0.0,1.03,Diablo II: Lord of Destruction,0.0,PC,Vivendi Games,M,639.0,9.1,2001.0
42.0,7.2,Arika,0.46,Adventure,1.06,0.09,0.43,Endless Ocean,0.09,Wii,Nintendo,E,61.0,8.1,2007.0
9.0,6.3,Barnhouse Effect,0.4,Racing,1.06,0.0,0.52,Seek and Destroy,0.14,PS2,Play It,T,10.0,8.8,2002.0
172.0,8.266666666666667,Vigil Games,0.34,Action,1.23,0.01,0.75,Darksiders,0.12000000000000001,X360,THQ,M,1214.0,7.866666666666667,2010.0
122.0,6.433333333333334,Pandemic Studios,0.69,Shooter,2.31,0.03,1.15,Mercenaries 2: World in Flames,0.43000000000000005,X360,Electronic Arts,T,256.0,7.233333333333334,2008.0
50.0,8.4,Incognito Inc.,0.56,Simulation,1.52,0.0,0.74,Warhawk,0.2,PS3,Sony Computer Entertainment,T,183.0,8.4,2007.0
156.0,8.666666666666666,Codemasters,1.1,Racing,1.93,0.02,0.5,DiRT 3,0.31000000000000005,PS3,Codemasters,T,721.0,7.033333333333334,2011.0
111.0,8.333333333333334,Codemasters,1.08,Racing,1.94,0.0,0.54,DiRT,0.32,PS3,Codemasters,E,217.0,7.566666666666666,2007.0
0.0,0.0,Imagic,0.05,Shooter,1.05,0.0,0.99,Cosmic Ark,0.01,2600,Imagic,RP,0.0,0.0,1981.0
55.0,7.5,Cavia Inc.,0.31,Action,1.05,0.2,0.46,Resident Evil: The Darkside Chronicles,0.09,Wii,Capcom,M,60.0,8.0,2009.0
31.0,8.1,Zipper Interactive,0.11,Shooter,1.05,0.0,0.81,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,0.13,PSP,Sony Computer Entertainment,T,36.0,9.0,2006.0
24.0,7.3,Atari,0.2,Misc,1.4500000000000002,0.0,1.19,Defender,0.060000000000000005,2600,Atari,E,6.0,7.8,1980.0
0.0,0.0,Sony Computer Entertainment,0.0,Role-Playing,1.05,0.92,0.0,Arc the Lad II,0.13,PS,Sony Computer Entertainment,RP,0.0,0.0,1996.0
0.0,0.0,Namco Bandai Games,0.0,Fighting,1.05,1.05,0.0,Tag Team Match M.U.S.C.L.E.,0.0,NES,Namco Bandai Games,E,0.0,0.0,1985.0
0.0,0.0,ASCII Entertainment,0.0,Sports,1.05,1.04,0.0,Derby Stallion 96,0.01,SNES,ASCII Entertainment,RP,0.0,0.0,1996.0
0.0,0.0,Hudson Soft,0.0,Platform,1.05,1.05,0.0,Adventure Island,0.0,NES,Hudson Soft,E,0.0,0.0,1986.0
36.0,8.8,Visual Concepts,0.47000000000000003,Sports,1.37,0.0,0.75,NBA 2K3,0.14,PS2,Sega,E,31.0,7.95,2002.0
14.0,8.2,"Z-Axis, Ltd.",0.11,Sports,1.05,0.0,0.91,Dave Mirra Freestyle BMX,0.03,PS,Acclaim Entertainment,E,5.0,8.4,2000.0
80.0,7.0,EA Sports,0.53,Sports,1.52,0.01,0.76,EA Sports UFC,0.21000000000000002,PS4,Electronic Arts,T,431.0,6.199999999999999,2014.0
73.0,9.2,Microsoft Game Studios,0.51,Racing,1.05,0.0,0.52,Forza Motorsport,0.02,XB,Microsoft Game Studios,E,213.0,7.6,2005.0
86.0,7.966666666666666,Sega AM3,0.62,Sports,1.1500000000000001,0.03,0.28,Virtua Tennis 3,0.22,PS3,Sega,E,88.0,7.450000000000001,2007.0
6.0,8.3,Tecmo,0.13,Simulation,1.05,0.66,0.19,Monster Rancher 2,0.07,PS,Sony Computer Entertainment,E,0.0,0.0,1998.0
40.0,8.149999999999999,EA Sports,0.44,Sports,1.24,0.0,0.66,MVP Baseball 2003,0.14,PS2,Electronic Arts,E,26.0,8.95,2003.0
0.0,0.0,Virtual Toys,0.48,Simulation,1.04,0.0,0.45,Imagine: Animal Doctor,0.11,DS,Ubisoft,E,5.0,7.4,2007.0
17.0,9.1,Crystal Dynamics,0.4,Action,1.04,0.0,0.58,Legacy of Kain: Soul Reaver,0.07,PS,Eidos Interactive,T,132.0,9.0,2006.3273038028772
0.0,0.0,Namco Bandai Games,0.06,Role-Playing,1.56,1.35,0.09,Tales of Destiny,0.07,PS,Namco Bandai Games,E,0.0,0.0,1997.0
110.0,8.133333333333333,United Front Games,1.2300000000000002,Action,2.6600000000000006,0.060000000000000005,1.01,Sleeping Dogs,0.37000000000000005,PS3,Square Enix,M,2322.0,7.933333333333334,2012.0
0.0,0.0,Virgin Interactive,0.3,Action,1.11,0.29000000000000004,0.45,Mega Man X4,0.07,PS,Virgin Interactive,RP,0.0,0.0,1996.0
22.0,7.4,8ing/Raizing,0.12,Fighting,1.04,0.45,0.44,Naruto: Clash of Ninja 2,0.03,GC,Nintendo,T,39.0,8.9,2003.0
25.0,7.3,Konami,0.03,Simulation,1.04,0.0,0.87,Dance Dance Revolution SuperNOVA,0.14,PS2,Konami Digital Entertainment,E10+,6.0,8.7,2006.0
0.0,0.0,Hudson Soft,0.2,Puzzle,1.04,0.31,0.5,Bomberman 64,0.03,N64,Hudson Soft,E,0.0,0.0,1997.0
0.0,0.0,Acclaim Entertainment,0.1,Racing,1.04,0.0,0.91,Jeremy McGrath Supercross 98,0.03,PS,Acclaim Entertainment,RP,0.0,0.0,1998.0
19.0,8.6,Nd Cube,0.16,Racing,1.04,0.37,0.39,F-Zero: Maximum Velocity,0.12,GBA,Nintendo,E,22.0,8.5,2001.0
80.0,8.166666666666666,Codemasters,1.08,Racing,1.67,0.05,0.23,F1 2012,0.30000000000000004,PS3,Codemasters,E,225.0,7.1000000000000005,2012.0
162.0,7.0,Splash Damage,0.7599999999999999,Shooter,1.94,0.02,0.94,Brink,0.24,X360,Bethesda Softworks,T,1119.0,5.866666666666667,2011.0
51.0,7.95,Rainbow Studios,0.1,Racing,1.4300000000000002,0.0,1.18,MX vs. ATV Unleashed,0.15000000000000002,PS2,THQ,E,30.0,8.350000000000001,2005.0
56.0,8.8,Studio Liverpool,0.34,Racing,1.03,0.0,0.47,WipEout Pure,0.23,PSP,Sony Computer Entertainment,E,102.0,7.9,2005.0
90.0,8.55,Yuke's,0.52,Action,2.02,0.03,1.27,UFC Undisputed 3,0.21000000000000002,PS3,THQ,T,180.0,7.5,2012.0
99.0,7.7,"Red Storm Entertainment, Ubisoft Paris",0.62,Shooter,2.58,0.04,1.56,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.35000000000000003,PS3,Ubisoft,T,139.0,7.533333333333334,2007.0
48.0,7.5,TOSE,0.05,Platform,1.03,0.21,0.7,Super Princess Peach,0.07,DS,Nintendo,E,33.0,7.6,2005.0
12.0,6.7,TT Fusion,0.47,Action,1.03,0.0,0.46,Guinness World Records: The Videogame,0.11,Wii,Warner Bros. Interactive Entertainment,E10+,8.0,7.0,2008.0
16.0,8.2,NuFX,0.39,Sports,1.03,0.0,0.5,NCAA March Madness 2004,0.13,PS2,Electronic Arts,E,12.0,8.8,2003.0
0.0,0.0,Nintendo,0.31,Platform,1.03,0.0,0.68,Donkey Kong Land III,0.04,GB,Nintendo,E,0.0,0.0,2006.3273038028772
60.0,7.4,Hudson Soft,0.01,Puzzle,1.3399999999999999,0.89,0.42000000000000004,Bomberman,0.02,NES,Hudson Soft,E,19.0,7.0,1985.0
74.0,8.6,"Tantalus Interactive, Tantatus, Nintendo",0.3,Action,1.03,0.08,0.56,The Legend of Zelda: Twilight Princess HD,0.09,WiiU,Nintendo,T,329.0,8.4,2016.0
29.0,8.8,Capcom,0.16,Fighting,1.18,0.51,0.49,Street Fighter Alpha 3,0.02,PS,Virgin Interactive,T,56.0,8.15,1998.0
28.0,7.8,Electronic Arts,0.32,Adventure,1.03,0.0,0.61,MySims Agents,0.1,Wii,Electronic Arts,E,28.0,8.6,2009.0
68.0,7.550000000000001,Bigbig Studios,0.6,Racing,1.36,0.0,0.23,MotorStorm: Arctic Edge,0.54,PSP,Sony Computer Entertainment,T,45.0,8.55,2009.0
109.0,7.800000000000001,EA Salt Lake,0.4,Sports,2.35,0.0,1.6900000000000002,Tiger Woods PGA Tour 08,0.26,Wii,Electronic Arts,E,63.0,7.25,2007.0
0.0,0.0,Capcom,0.12,Action,1.02,0.49,0.39,Final Fight 2,0.02,SNES,Capcom,T,0.0,0.0,1993.0
0.0,0.0,Electronic Arts,0.39,Action,1.02,0.0,0.57,The Lost World: Jurassic Park,0.07,PS,Electronic Arts,E,0.0,0.0,1997.0
71.0,6.566666666666666,Eurocom Entertainment Software,0.64,Action,2.1999999999999997,0.0,1.31,Disney Universe,0.24,Wii,Disney Interactive Studios,E10+,31.0,6.066666666666666,2011.0
6.0,4.8,Longtail Studios,0.65,Misc,1.02,0.0,0.25,Dance on Broadway,0.12,Wii,Ubisoft,E10+,4.0,3.3,2010.0
0.0,0.0,Powerhead Games,0.41000000000000003,Simulation,1.46,0.0,0.91,Petz: Catz 2,0.14,DS,Ubisoft,E,10.0,7.4,2007.0
174.0,8.3,"Epic Games, People Can Fly",0.5900000000000001,Shooter,1.71,0.02,0.9099999999999999,Bulletstorm,0.18,X360,Electronic Arts,M,1495.0,7.666666666666667,2011.0
104.0,6.8,EA Games,0.68,Action,2.15,0.0,1.2999999999999998,Harry Potter and the Prisoner of Azkaban,0.16000000000000003,PS2,Electronic Arts,E,109.0,8.02,2004.0
40.0,8.0,Koei,0.05,Role-Playing,1.02,0.37,0.56,Pokemon Conquest,0.04,DS,Nintendo,E,89.0,8.2,2012.0
88.0,5.54,Heavy Iron Studios,0.88,Platform,2.8,0.0,1.13,Wall-E,0.7999999999999999,Wii,THQ,E,47.0,6.0200000000000005,2008.0
0.0,0.0,Hasbro Interactive,0.38,Puzzle,1.01,0.0,0.56,Pong: The Next Level,0.07,PS,Hasbro Interactive,E,0.0,0.0,1998.0
23.0,7.4,8ing/Raizing,0.46,Fighting,1.01,0.0,0.44,Naruto: Clash of Ninja Revolution,0.11,Wii,Tomy Corporation,T,27.0,8.0,2007.0
54.0,8.0,Project Aces,0.04,Simulation,1.01,0.22,0.69,Ace Combat 6: Fires of Liberation,0.06,X360,Atari,T,101.0,7.9,2007.0
0.0,0.0,Eidos Interactive,0.93,Sports,1.01,0.0,0.0,Championship Manager 3,0.08,PC,Eidos Interactive,T,0.0,0.0,2003.0
74.0,8.1,"Team Ninja, Tecmo",0.22,Action,1.01,0.05,0.65,Ninja Gaiden II,0.1,X360,Tecmo Koei,M,302.0,8.0,2008.0
123.0,9.016666666666666,Ubisoft Montpellier,1.79,Platform,3.16,0.03,0.9400000000000001,Rayman Legends,0.41000000000000003,PS4,Ubisoft,E10+,1894.0,8.399999999999999,2014.0
0.0,0.0,Sega,0.0,Misc,1.01,1.01,0.0,Oshare Majo Love and Berry: DS Collection,0.0,DS,Sega,T,0.0,0.0,2006.0
5.0,8.6,Tecmo,0.08,Simulation,1.01,0.74,0.12,Monster Rancher,0.07,PS,Tecmo Koei,E,10.0,8.3,1997.0
